colid,colname
26948_2_0,Area of rostralanteriorcingulate (left hemisphere)
26948_3_0,Area of rostralanteriorcingulate (left hemisphere)
26949_2_0,Area of rostralmiddlefrontal (left hemisphere)
26949_3_0,Area of rostralmiddlefrontal (left hemisphere)
26950_2_0,Area of superiorfrontal (left hemisphere)
26950_3_0,Area of superiorfrontal (left hemisphere)
26951_2_0,Area of superiorparietal (left hemisphere)
26951_3_0,Area of superiorparietal (left hemisphere)
26952_2_0,Area of superiortemporal (left hemisphere)
26952_3_0,Area of superiortemporal (left hemisphere)
26953_2_0,Area of supramarginal (left hemisphere)
26953_3_0,Area of supramarginal (left hemisphere)
26954_2_0,Area of frontalpole (left hemisphere)
26954_3_0,Area of frontalpole (left hemisphere)
26955_2_0,Area of transversetemporal (left hemisphere)
26955_3_0,Area of transversetemporal (left hemisphere)
26956_2_0,Area of TotalSurface (right hemisphere)
26956_3_0,Area of TotalSurface (right hemisphere)
26957_2_0,Area of bankssts (right hemisphere)
26957_3_0,Area of bankssts (right hemisphere)
26958_2_0,Area of caudalanteriorcingulate (right hemisphere)
26958_3_0,Area of caudalanteriorcingulate (right hemisphere)
26959_2_0,Area of caudalmiddlefrontal (right hemisphere)
26959_3_0,Area of caudalmiddlefrontal (right hemisphere)
26960_2_0,Area of cuneus (right hemisphere)
26960_3_0,Area of cuneus (right hemisphere)
26961_2_0,Area of entorhinal (right hemisphere)
26961_3_0,Area of entorhinal (right hemisphere)
26962_2_0,Area of fusiform (right hemisphere)
26962_3_0,Area of fusiform (right hemisphere)
26963_2_0,Area of inferiorparietal (right hemisphere)
26963_3_0,Area of inferiorparietal (right hemisphere)
26964_2_0,Area of inferiortemporal (right hemisphere)
26964_3_0,Area of inferiortemporal (right hemisphere)
26965_2_0,Area of isthmuscingulate (right hemisphere)
26965_3_0,Area of isthmuscingulate (right hemisphere)
26966_2_0,Area of lateraloccipital (right hemisphere)
26966_3_0,Area of lateraloccipital (right hemisphere)
26967_2_0,Area of lateralorbitofrontal (right hemisphere)
26967_3_0,Area of lateralorbitofrontal (right hemisphere)
26968_2_0,Area of lingual (right hemisphere)
26968_3_0,Area of lingual (right hemisphere)
26969_2_0,Area of medialorbitofrontal (right hemisphere)
26969_3_0,Area of medialorbitofrontal (right hemisphere)
26970_2_0,Area of middletemporal (right hemisphere)
26970_3_0,Area of middletemporal (right hemisphere)
26971_2_0,Area of parahippocampal (right hemisphere)
26971_3_0,Area of parahippocampal (right hemisphere)
26972_2_0,Area of paracentral (right hemisphere)
26972_3_0,Area of paracentral (right hemisphere)
26973_2_0,Area of parsopercularis (right hemisphere)
26973_3_0,Area of parsopercularis (right hemisphere)
26974_2_0,Area of parsorbitalis (right hemisphere)
26974_3_0,Area of parsorbitalis (right hemisphere)
26975_2_0,Area of parstriangularis (right hemisphere)
26975_3_0,Area of parstriangularis (right hemisphere)
26976_2_0,Area of pericalcarine (right hemisphere)
26976_3_0,Area of pericalcarine (right hemisphere)
26977_2_0,Area of postcentral (right hemisphere)
26977_3_0,Area of postcentral (right hemisphere)
26978_2_0,Area of posteriorcingulate (right hemisphere)
26978_3_0,Area of posteriorcingulate (right hemisphere)
26979_2_0,Area of precentral (right hemisphere)
26979_3_0,Area of precentral (right hemisphere)
26980_2_0,Area of precuneus (right hemisphere)
26980_3_0,Area of precuneus (right hemisphere)
26981_2_0,Area of rostralanteriorcingulate (right hemisphere)
26981_3_0,Area of rostralanteriorcingulate (right hemisphere)
26982_2_0,Area of rostralmiddlefrontal (right hemisphere)
26982_3_0,Area of rostralmiddlefrontal (right hemisphere)
26983_2_0,Area of superiorfrontal (right hemisphere)
26983_3_0,Area of superiorfrontal (right hemisphere)
26984_2_0,Area of superiorparietal (right hemisphere)
26984_3_0,Area of superiorparietal (right hemisphere)
26985_2_0,Area of superiortemporal (right hemisphere)
26985_3_0,Area of superiortemporal (right hemisphere)
26986_2_0,Area of supramarginal (right hemisphere)
26986_3_0,Area of supramarginal (right hemisphere)
26987_2_0,Area of frontalpole (right hemisphere)
26987_3_0,Area of frontalpole (right hemisphere)
26988_2_0,Area of transversetemporal (right hemisphere)
26988_3_0,Area of transversetemporal (right hemisphere)
26989_2_0,Grey-white contrast in unknown (left hemisphere)
26989_3_0,Grey-white contrast in unknown (left hemisphere)
26990_2_0,Grey-white contrast in bankssts (left hemisphere)
26990_3_0,Grey-white contrast in bankssts (left hemisphere)
26991_2_0,Grey-white contrast in caudalanteriorcingulate (left hemisphere)
26991_3_0,Grey-white contrast in caudalanteriorcingulate (left hemisphere)
26992_2_0,Grey-white contrast in caudalmiddlefrontal (left hemisphere)
26992_3_0,Grey-white contrast in caudalmiddlefrontal (left hemisphere)
26993_2_0,Grey-white contrast in cuneus (left hemisphere)
26993_3_0,Grey-white contrast in cuneus (left hemisphere)
26994_2_0,Grey-white contrast in entorhinal (left hemisphere)
26994_3_0,Grey-white contrast in entorhinal (left hemisphere)
26995_2_0,Grey-white contrast in fusiform (left hemisphere)
26995_3_0,Grey-white contrast in fusiform (left hemisphere)
26996_2_0,Grey-white contrast in inferiorparietal (left hemisphere)
26996_3_0,Grey-white contrast in inferiorparietal (left hemisphere)
26997_2_0,Grey-white contrast in inferiortemporal (left hemisphere)
26997_3_0,Grey-white contrast in inferiortemporal (left hemisphere)
26998_2_0,Grey-white contrast in isthmuscingulate (left hemisphere)
26998_3_0,Grey-white contrast in isthmuscingulate (left hemisphere)
26999_2_0,Grey-white contrast in lateraloccipital (left hemisphere)
26999_3_0,Grey-white contrast in lateraloccipital (left hemisphere)
27000_2_0,Grey-white contrast in lateralorbitofrontal (left hemisphere)
27000_3_0,Grey-white contrast in lateralorbitofrontal (left hemisphere)
27001_2_0,Grey-white contrast in lingual (left hemisphere)
27001_3_0,Grey-white contrast in lingual (left hemisphere)
27002_2_0,Grey-white contrast in medialorbitofrontal (left hemisphere)
27002_3_0,Grey-white contrast in medialorbitofrontal (left hemisphere)
27003_2_0,Grey-white contrast in middletemporal (left hemisphere)
27003_3_0,Grey-white contrast in middletemporal (left hemisphere)
27004_2_0,Grey-white contrast in parahippocampal (left hemisphere)
27004_3_0,Grey-white contrast in parahippocampal (left hemisphere)
27005_2_0,Grey-white contrast in paracentral (left hemisphere)
27005_3_0,Grey-white contrast in paracentral (left hemisphere)
27006_2_0,Grey-white contrast in parsopercularis (left hemisphere)
27006_3_0,Grey-white contrast in parsopercularis (left hemisphere)
27007_2_0,Grey-white contrast in parsorbitalis (left hemisphere)
27007_3_0,Grey-white contrast in parsorbitalis (left hemisphere)
27008_2_0,Grey-white contrast in parstriangularis (left hemisphere)
27008_3_0,Grey-white contrast in parstriangularis (left hemisphere)
27009_2_0,Grey-white contrast in pericalcarine (left hemisphere)
27009_3_0,Grey-white contrast in pericalcarine (left hemisphere)
27010_2_0,Grey-white contrast in postcentral (left hemisphere)
27010_3_0,Grey-white contrast in postcentral (left hemisphere)
27011_2_0,Grey-white contrast in posteriorcingulate (left hemisphere)
27011_3_0,Grey-white contrast in posteriorcingulate (left hemisphere)
27012_2_0,Grey-white contrast in precentral (left hemisphere)
27012_3_0,Grey-white contrast in precentral (left hemisphere)
27013_2_0,Grey-white contrast in precuneus (left hemisphere)
27013_3_0,Grey-white contrast in precuneus (left hemisphere)
27014_2_0,Grey-white contrast in rostralanteriorcingulate (left hemisphere)
27069_3_0,Area of V2 (left hemisphere)
27014_3_0,Grey-white contrast in rostralanteriorcingulate (left hemisphere)
27015_2_0,Grey-white contrast in rostralmiddlefrontal (left hemisphere)
27015_3_0,Grey-white contrast in rostralmiddlefrontal (left hemisphere)
27016_2_0,Grey-white contrast in superiorfrontal (left hemisphere)
27016_3_0,Grey-white contrast in superiorfrontal (left hemisphere)
27017_2_0,Grey-white contrast in superiorparietal (left hemisphere)
27017_3_0,Grey-white contrast in superiorparietal (left hemisphere)
27018_2_0,Grey-white contrast in superiortemporal (left hemisphere)
27018_3_0,Grey-white contrast in superiortemporal (left hemisphere)
27019_2_0,Grey-white contrast in supramarginal (left hemisphere)
27019_3_0,Grey-white contrast in supramarginal (left hemisphere)
27020_2_0,Grey-white contrast in frontalpole (left hemisphere)
27020_3_0,Grey-white contrast in frontalpole (left hemisphere)
27021_2_0,Grey-white contrast in temporalpole (left hemisphere)
27021_3_0,Grey-white contrast in temporalpole (left hemisphere)
27022_2_0,Grey-white contrast in transversetemporal (left hemisphere)
27022_3_0,Grey-white contrast in transversetemporal (left hemisphere)
27023_2_0,Grey-white contrast in insula (left hemisphere)
27023_3_0,Grey-white contrast in insula (left hemisphere)
27024_2_0,Grey-white contrast in unknown (right hemisphere)
27024_3_0,Grey-white contrast in unknown (right hemisphere)
27025_2_0,Grey-white contrast in bankssts (right hemisphere)
27025_3_0,Grey-white contrast in bankssts (right hemisphere)
27026_2_0,Grey-white contrast in caudalanteriorcingulate (right hemisphere)
27026_3_0,Grey-white contrast in caudalanteriorcingulate (right hemisphere)
27027_2_0,Grey-white contrast in caudalmiddlefrontal (right hemisphere)
27027_3_0,Grey-white contrast in caudalmiddlefrontal (right hemisphere)
27028_2_0,Grey-white contrast in cuneus (right hemisphere)
27028_3_0,Grey-white contrast in cuneus (right hemisphere)
27029_2_0,Grey-white contrast in entorhinal (right hemisphere)
27029_3_0,Grey-white contrast in entorhinal (right hemisphere)
27030_2_0,Grey-white contrast in fusiform (right hemisphere)
27030_3_0,Grey-white contrast in fusiform (right hemisphere)
27031_2_0,Grey-white contrast in inferiorparietal (right hemisphere)
27031_3_0,Grey-white contrast in inferiorparietal (right hemisphere)
27032_2_0,Grey-white contrast in inferiortemporal (right hemisphere)
27032_3_0,Grey-white contrast in inferiortemporal (right hemisphere)
27033_2_0,Grey-white contrast in isthmuscingulate (right hemisphere)
27033_3_0,Grey-white contrast in isthmuscingulate (right hemisphere)
27034_2_0,Grey-white contrast in lateraloccipital (right hemisphere)
27034_3_0,Grey-white contrast in lateraloccipital (right hemisphere)
27035_2_0,Grey-white contrast in lateralorbitofrontal (right hemisphere)
27035_3_0,Grey-white contrast in lateralorbitofrontal (right hemisphere)
27036_2_0,Grey-white contrast in lingual (right hemisphere)
27036_3_0,Grey-white contrast in lingual (right hemisphere)
27037_2_0,Grey-white contrast in medialorbitofrontal (right hemisphere)
27037_3_0,Grey-white contrast in medialorbitofrontal (right hemisphere)
27038_2_0,Grey-white contrast in middletemporal (right hemisphere)
27038_3_0,Grey-white contrast in middletemporal (right hemisphere)
27039_2_0,Grey-white contrast in parahippocampal (right hemisphere)
27039_3_0,Grey-white contrast in parahippocampal (right hemisphere)
27040_2_0,Grey-white contrast in paracentral (right hemisphere)
27040_3_0,Grey-white contrast in paracentral (right hemisphere)
27041_2_0,Grey-white contrast in parsopercularis (right hemisphere)
27041_3_0,Grey-white contrast in parsopercularis (right hemisphere)
27042_2_0,Grey-white contrast in parsorbitalis (right hemisphere)
27042_3_0,Grey-white contrast in parsorbitalis (right hemisphere)
27043_2_0,Grey-white contrast in parstriangularis (right hemisphere)
27043_3_0,Grey-white contrast in parstriangularis (right hemisphere)
27044_2_0,Grey-white contrast in pericalcarine (right hemisphere)
27044_3_0,Grey-white contrast in pericalcarine (right hemisphere)
27045_2_0,Grey-white contrast in postcentral (right hemisphere)
27045_3_0,Grey-white contrast in postcentral (right hemisphere)
27046_2_0,Grey-white contrast in posteriorcingulate (right hemisphere)
27046_3_0,Grey-white contrast in posteriorcingulate (right hemisphere)
27047_2_0,Grey-white contrast in precentral (right hemisphere)
27047_3_0,Grey-white contrast in precentral (right hemisphere)
27048_2_0,Grey-white contrast in precuneus (right hemisphere)
27048_3_0,Grey-white contrast in precuneus (right hemisphere)
27049_2_0,Grey-white contrast in rostralanteriorcingulate (right hemisphere)
27049_3_0,Grey-white contrast in rostralanteriorcingulate (right hemisphere)
27050_2_0,Grey-white contrast in rostralmiddlefrontal (right hemisphere)
27050_3_0,Grey-white contrast in rostralmiddlefrontal (right hemisphere)
27051_2_0,Grey-white contrast in superiorfrontal (right hemisphere)
27051_3_0,Grey-white contrast in superiorfrontal (right hemisphere)
27052_2_0,Grey-white contrast in superiorparietal (right hemisphere)
27052_3_0,Grey-white contrast in superiorparietal (right hemisphere)
27053_2_0,Grey-white contrast in superiortemporal (right hemisphere)
27053_3_0,Grey-white contrast in superiortemporal (right hemisphere)
27054_2_0,Grey-white contrast in supramarginal (right hemisphere)
27054_3_0,Grey-white contrast in supramarginal (right hemisphere)
27055_2_0,Grey-white contrast in frontalpole (right hemisphere)
27055_3_0,Grey-white contrast in frontalpole (right hemisphere)
27056_2_0,Grey-white contrast in temporalpole (right hemisphere)
27056_3_0,Grey-white contrast in temporalpole (right hemisphere)
27057_2_0,Grey-white contrast in transversetemporal (right hemisphere)
27057_3_0,Grey-white contrast in transversetemporal (right hemisphere)
27058_2_0,Grey-white contrast in insula (right hemisphere)
27058_3_0,Grey-white contrast in insula (right hemisphere)
27059_2_0,Area of BA1 (left hemisphere)
27059_3_0,Area of BA1 (left hemisphere)
27060_2_0,Area of BA2 (left hemisphere)
27060_3_0,Area of BA2 (left hemisphere)
27061_2_0,Area of BA3a (left hemisphere)
27061_3_0,Area of BA3a (left hemisphere)
27062_2_0,Area of BA3b (left hemisphere)
27062_3_0,Area of BA3b (left hemisphere)
27063_2_0,Area of BA4a (left hemisphere)
27063_3_0,Area of BA4a (left hemisphere)
27064_2_0,Area of BA4p (left hemisphere)
27064_3_0,Area of BA4p (left hemisphere)
27065_2_0,Area of BA6 (left hemisphere)
27065_3_0,Area of BA6 (left hemisphere)
27066_2_0,Area of BA44 (left hemisphere)
27066_3_0,Area of BA44 (left hemisphere)
27067_2_0,Area of BA45 (left hemisphere)
27067_3_0,Area of BA45 (left hemisphere)
27068_2_0,Area of V1 (left hemisphere)
27068_3_0,Area of V1 (left hemisphere)
27069_2_0,Area of V2 (left hemisphere)
27070_2_0,Area of MT (left hemisphere)
27070_3_0,Area of MT (left hemisphere)
27071_2_0,Area of perirhinal (left hemisphere)
27071_3_0,Area of perirhinal (left hemisphere)
27072_2_0,Area of entorhinal (left hemisphere)
27072_3_0,Area of entorhinal (left hemisphere)
27073_2_0,Mean thickness of BA1 (left hemisphere)
27073_3_0,Mean thickness of BA1 (left hemisphere)
27074_2_0,Mean thickness of BA2 (left hemisphere)
27074_3_0,Mean thickness of BA2 (left hemisphere)
27075_2_0,Mean thickness of BA3a (left hemisphere)
27075_3_0,Mean thickness of BA3a (left hemisphere)
27076_2_0,Mean thickness of BA3b (left hemisphere)
27076_3_0,Mean thickness of BA3b (left hemisphere)
27077_2_0,Mean thickness of BA4a (left hemisphere)
27077_3_0,Mean thickness of BA4a (left hemisphere)
27078_2_0,Mean thickness of BA4p (left hemisphere)
27078_3_0,Mean thickness of BA4p (left hemisphere)
27079_2_0,Mean thickness of BA6 (left hemisphere)
27079_3_0,Mean thickness of BA6 (left hemisphere)
27080_2_0,Mean thickness of BA44 (left hemisphere)
27080_3_0,Mean thickness of BA44 (left hemisphere)
27081_2_0,Mean thickness of BA45 (left hemisphere)
27081_3_0,Mean thickness of BA45 (left hemisphere)
27082_2_0,Mean thickness of V1 (left hemisphere)
27082_3_0,Mean thickness of V1 (left hemisphere)
27083_2_0,Mean thickness of V2 (left hemisphere)
27083_3_0,Mean thickness of V2 (left hemisphere)
27084_2_0,Mean thickness of MT (left hemisphere)
27084_3_0,Mean thickness of MT (left hemisphere)
27085_2_0,Mean thickness of perirhinal (left hemisphere)
27085_3_0,Mean thickness of perirhinal (left hemisphere)
27086_2_0,Mean thickness of entorhinal (left hemisphere)
27086_3_0,Mean thickness of entorhinal (left hemisphere)
27087_2_0,Volume of BA1 (left hemisphere)
27087_3_0,Volume of BA1 (left hemisphere)
27088_2_0,Volume of BA2 (left hemisphere)
27088_3_0,Volume of BA2 (left hemisphere)
27089_2_0,Volume of BA3a (left hemisphere)
27089_3_0,Volume of BA3a (left hemisphere)
27090_2_0,Volume of BA3b (left hemisphere)
27090_3_0,Volume of BA3b (left hemisphere)
27091_2_0,Volume of BA4a (left hemisphere)
